,state,race,type,Num Workers,Num Artists,artists_share,location_quotient
1612,Alabama,White,Dancers And Choreographers,1496830,160.0,0.00010689256629009306,0.9043807522711832
1614,Arizona,White,Dancers And Choreographers,1857110,480.0,0.00025846611132350803,2.186791694765644
1616,California,White,Dancers And Choreographers,7686845,1405.0,0.00018277980107573392,1.5464361997656513
1617,Colorado,White,Dancers And Choreographers,2172170,200.0,9.207382479271882e-05,0.7790045446616028
1620,District of Columbia,White,Dancers And Choreographers,183365,15.0,8.18040520273771e-05,0.692115576218578
1621,Florida,White,Dancers And Choreographers,5285390,625.0,0.00011825049807109788,1.000476254931988
1622,Georgia,White,Dancers And Choreographers,2773560,330.0,0.00011898066023450006,1.0066539025415098
1623,Hawaii,White,Dancers And Choreographers,177700,135.0,0.0007597073719752392,6.427619323015622
1625,Illinois,White,Dancers And Choreographers,4224420,320.0,7.575004379299406e-05,0.6408947223155249
1626,Indiana,White,Dancers And Choreographers,2724985,105.0,3.853232219626897e-05,0.3260085499308204
1627,Iowa,White,Dancers And Choreographers,1463250,80.0,5.467281735861951e-05,0.4625676546803605
1628,Kansas,White,Dancers And Choreographers,1178420,65.0,5.515860219616096e-05,0.4666777108991005
1629,Kentucky,White,Dancers And Choreographers,1787115,115.0,6.434952423319149e-05,0.5444388992997745
1630,Louisiana,White,Dancers And Choreographers,1337315,325.0,0.0002430242687773636,2.056143646327597
1631,Maine,White,Dancers And Choreographers,658985,200.0,0.00030349704469752727,2.5677827291631736
1632,Maryland,White,Dancers And Choreographers,1690500,170.0,0.00010056196391600118,0.8508197317426529
1633,Massachusetts,White,Dancers And Choreographers,2791055,290.0,0.0001039033627069334,0.8790901424649501
1634,Michigan,White,Dancers And Choreographers,3807850,330.0,8.666307758971596e-05,0.7332260981743057
1635,Minnesota,White,Dancers And Choreographers,2524705,170.0,6.733459948786095e-05,0.5696945807573379
1636,Mississippi,White,Dancers And Choreographers,787155,20.0,2.540795650157847e-05,0.2149678655128397
1637,Missouri,White,Dancers And Choreographers,2479115,220.0,8.874134519778227e-05,0.7508095961483648
1638,Montana,White,Dancers And Choreographers,472695,85.0,0.0001798199684786173,1.5213940876368006
1639,Nebraska,White,Dancers And Choreographers,845465,110.0,0.00013010591804509943,1.100780831823525
1640,Nevada,White,Dancers And Choreographers,749805,505.0,0.0006735084455291709,5.698320245915171
1642,New Jersey,White,Dancers And Choreographers,2640925,320.0,0.00012116966593144447,1.025174316894327
1644,New York,White,Dancers And Choreographers,5774960,1165.0,0.00020173299901644337,1.7067926025209672
1645,North Carolina,White,Dancers And Choreographers,3309215,240.0,7.252475284924067e-05,0.6136066596256553
1647,Ohio,White,Dancers And Choreographers,4775955,585.0,0.0001224885912869782,1.036333284693734
1648,Oklahoma,White,Dancers And Choreographers,1276415,180.0,0.00014101996607686373,1.1931207887715474
1649,Oregon,White,Dancers And Choreographers,1600140,355.0,0.00022185558763608185,1.8770428122884435
1650,Pennsylvania,White,Dancers And Choreographers,5161830,330.0,6.393081523413208e-05,0.5408963483750976
1651,Rhode Island,White,Dancers And Choreographers,423445,55.0,0.000129886998311469,1.0989286282488595
1652,South Carolina,White,Dancers And Choreographers,1586190,175.0,0.00011032726218170585,0.933440517249128
1654,Tennessee,White,Dancers And Choreographers,2455855,275.0,0.00011197729507646014,0.947400870549846
1655,Texas,White,Dancers And Choreographers,6162190,705.0,0.0001144073778964946,0.9679609544278932
1656,Utah,White,Dancers And Choreographers,1227970,95.0,7.736345350456445e-05,0.6545452196261774
1658,Virginia,White,Dancers And Choreographers,2778485,200.0,7.198167346593557e-05,0.6090118542218489
1659,Washington,White,Dancers And Choreographers,2668545,355.0,0.00013303129608082306,1.125531435915538
1660,West Virginia,White,Dancers And Choreographers,734535,90.0,0.0001225264963548367,1.0366539862633055
1661,Wisconsin,White,Dancers And Choreographers,2597700,195.0,7.506640489663933e-05,0.6351106918555468
1668,California,African-American,Dancers And Choreographers,1066265,510.0,0.0004783051117686504,2.892645603346913
1672,District of Columbia,African-American,Dancers And Choreographers,149480,55.0,0.000367942199625368,2.225203870593198
1673,Florida,African-American,Dancers And Choreographers,1569980,185.0,0.00011783589599867514,0.7126360937615902
1674,Georgia,African-American,Dancers And Choreographers,1613775,575.0,0.00035630741584173755,2.1548401940831106
1677,Illinois,African-American,Dancers And Choreographers,848255,185.0,0.0002180947946077536,1.3189717885350765
1678,Indiana,African-American,Dancers And Choreographers,292355,45.0,0.0001539224572865181,0.930876773781079
1679,Iowa,African-American,Dancers And Choreographers,56060,25.0,0.0004459507670353193,2.6969762476589305
1684,Maryland,African-American,Dancers And Choreographers,957780,170.0,0.0001774937877174299,1.0734290979322658
1685,Massachusetts,African-American,Dancers And Choreographers,260415,30.0,0.00011520073728471862,0.6966994456252964
1686,Michigan,African-American,Dancers And Choreographers,624375,45.0,7.207207207207206e-05,0.4358702369549828
1687,Minnesota,African-American,Dancers And Choreographers,171180,50.0,0.00029209019745297346,1.7664737521177665
1692,Nevada,African-American,Dancers And Choreographers,125635,90.0,0.0007163608866955864,4.332335403331355
1694,New Jersey,African-American,Dancers And Choreographers,584190,165.0,0.0002824423560827813,1.7081265063229665
1696,New York,African-American,Dancers And Choreographers,1375735,360.0,0.00026167830287082905,1.5825517513112182
1697,North Carolina,African-American,Dancers And Choreographers,1079195,135.0,0.00012509324079522236,0.7565263345329638
1706,Tennessee,African-American,Dancers And Choreographers,554550,90.0,0.0001622937516905599,0.981503847078775
1707,Texas,African-American,Dancers And Choreographers,1699445,120.0,7.061128780278267e-05,0.4270358526048481
1710,Virginia,African-American,Dancers And Choreographers,837445,30.0,3.582324809390467e-05,0.2166482409382246
1720,California,Asian,Dancers And Choreographers,3008795,265.0,8.807512642104231e-05,1.0261101306296392
1727,Hawaii,Asian,Dancers And Choreographers,290190,30.0,0.00010338054378166027,1.2044243090523534
1736,Maryland,Asian,Dancers And Choreographers,213470,60.0,0.000281069939569963,3.2745761956612403
1737,Massachusetts,Asian,Dancers And Choreographers,249930,60.0,0.00024006721882127,2.7968782478606204
1748,New York,Asian,Dancers And Choreographers,864770,45.0,5.203695780380911e-05,0.6062511828183837
1752,Oklahoma,Asian,Dancers And Choreographers,44710,60.0,0.0013419816595839,15.634618217128269
1759,Texas,Asian,Dancers And Choreographers,712575,70.0,9.823527347998456e-05,1.14447987075387
1769,Alaska,Other,Dancers And Choreographers,71330,20.0,0.00028038693396887705,0.7204473695438837
1772,California,Other,Dancers And Choreographers,688910,365.0,0.0005298224731822734,1.3613658872270185
1773,Colorado,Other,Dancers And Choreographers,87510,115.0,0.0013141355273683,3.376639098388756
1777,Florida,Other,Dancers And Choreographers,214840,90.0,0.00041891640290448703,1.076395452024965
1779,Hawaii,Other,Dancers And Choreographers,198250,130.0,0.0006557377049180328,1.68490199572345
1781,Illinois,Other,Dancers And Choreographers,112345,35.0,0.00031154034447460944,0.8004952959343018
1786,Louisiana,Other,Dancers And Choreographers,42460,35.0,0.0008243052284503062,2.118032124864323
1788,Maryland,Other,Dancers And Choreographers,85910,45.0,0.0005238039809102549,1.345901518525454
1791,Minnesota,Other,Dancers And Choreographers,83065,20.0,0.00024077529645458377,0.618666235713781
1796,Nevada,Other,Dancers And Choreographers,69460,185.0,0.0026634033976389,6.843549892650133
1799,New Mexico,Other,Dancers And Choreographers,91840,20.0,0.0002177700348432056,0.5595547786320255
1800,New York,Other,Dancers And Choreographers,234265,95.0,0.00040552365910400616,1.0419831243695592
1801,North Carolina,Other,Dancers And Choreographers,145630,35.0,0.0002403350957907025,0.6175351508737151
1804,Oklahoma,Other,Dancers And Choreographers,242885,30.0,0.00012351524383967722,0.3173693982928046
1805,Oregon,Other,Dancers And Choreographers,93460,80.0,0.0008559811684142949,2.1994226779184767
1806,Pennsylvania,Other,Dancers And Choreographers,104810,30.0,0.00028623222974906974,0.7354667140954855
1811,Texas,Other,Dancers And Choreographers,261190,80.0,0.0003062904399096444,0.787005794549029
1815,Washington,Other,Dancers And Choreographers,214925,155.0,0.0007211818076073049,1.8530590170484145
1822,Arizona,Hispanic,Musicians,1033370,750.0,0.0007257806981042608,1.1907739848110506
1824,California,Hispanic,Musicians,7470730,5760.0,0.0007710089910892241,1.264979147340972
1825,Colorado,Hispanic,Musicians,594525,215.0,0.0003616332366174677,0.5933244729873473
1826,Connecticut,Hispanic,Musicians,288845,100.0,0.0003462064429019024,0.5680140387562858
1829,Florida,Hispanic,Musicians,2752995,1990.0,0.0007228491152363154,1.1859641949908124
1830,Georgia,Hispanic,Musicians,467240,250.0,0.0005350569300573581,0.8778572843964525
1831,Hawaii,Hispanic,Musicians,69470,160.0,0.0023031524399021,3.7787364911371095
1833,Illinois,Hispanic,Musicians,1100445,425.0,0.0003862073979162975,0.6336428116392708
1834,Indiana,Hispanic,Musicians,212120,100.0,0.0004714312653215161,0.7734679192181754
1837,Kentucky,Hispanic,Musicians,76325,60.0,0.0007861120209629871,1.2897583886634212
1838,Louisiana,Hispanic,Musicians,113925,90.0,0.0007899934167215273,1.2961265176397054
1840,Maryland,Hispanic,Musicians,321570,170.0,0.0005286562801256336,0.8673558651048012
1841,Massachusetts,Hispanic,Musicians,401715,185.0,0.00046052549693190447,0.7555750414981636
1842,Michigan,Hispanic,Musicians,236520,110.0,0.0004650769490952139,0.7630425187172979
1843,Minnesota,Hispanic,Musicians,149745,85.0,0.0005676316404554409,0.9313019651465856
1845,Missouri,Hispanic,Musicians,121550,50.0,0.0004113533525298232,0.6748992802326589
1847,Nebraska,Hispanic,Musicians,99485,25.0,0.0002512941649494899,0.41229334830517
1848,Nevada,Hispanic,Musicians,430565,290.0,0.0006735336128110737,1.10505322906233
1850,New Jersey,Hispanic,Musicians,928940,520.0,0.0005597778112687579,0.9184163434965752
1851,New Mexico,Hispanic,Musicians,459615,140.0,0.0003046027653579626,0.4997557108327254
1852,New York,Hispanic,Musicians,1819490,1145.0,0.0006292972206497425,1.0324754585247542
1853,North Carolina,Hispanic,Musicians,451040,45.0,9.976942178077333e-05,0.1636897099171952
1855,Ohio,Hispanic,Musicians,204545,90.0,0.00044000097777995055,0.7219008703322175
1856,Oklahoma,Hispanic,Musicians,187725,115.0,0.0006125982154747636,1.0050777322053177
1857,Oregon,Hispanic,Musicians,266060,60.0,0.00022551304217093888,0.3699947719113569
1858,Pennsylvania,Hispanic,Musicians,423215,305.0,0.0007206738891579929,1.1823953447418123
1860,South Carolina,Hispanic,Musicians,134610,20.0,0.00014857737166629523,0.2437679444685526
1862,Tennessee,Hispanic,Musicians,167595,185.0,0.0011038515468838,1.811067321790237
1863,Texas,Hispanic,Musicians,5220455,3240.0,0.0006206355576285975,1.018264439937845
1864,Utah,Hispanic,Musicians,213410,20.0,9.371632069724945e-05,0.1537585071220274
1866,Virginia,Hispanic,Musicians,427525,270.0,0.0006315420150868371,1.0361584481990769
1867,Washington,Hispanic,Musicians,448570,130.0,0.00028980984015872664,0.4754852520942711
1869,Wisconsin,Hispanic,Musicians,186120,50.0,0.00026864388566516224,0.4407586906956784
1872,Alabama,White,Musicians,1496830,1575.0,0.0010522236994181,0.9178341531338672
1873,Alaska,White,Musicians,253950,85.0,0.0003347115573931876,0.2919623450735675
1874,Arizona,White,Musicians,1857110,1655.0,0.0008911696130008454,0.777349823520991
1875,Arkansas,White,Musicians,1014735,680.0,0.0006701256978422938,0.5845375396053746
1876,California,White,Musicians,7686845,15280.0,0.0019878116444392,1.7339292189223174
1877,Colorado,White,Musicians,2172170,2375.0,0.0010933766694135,0.9537310839724228
1878,Connecticut,White,Musicians,1329540,1425.0,0.00107179926892,0.9349095395425688
1879,Delaware,White,Musicians,307920,210.0,0.0006819953234606392,0.5948911818807338
1880,District of Columbia,White,Musicians,183365,140.0,0.0007635044855888528,0.665990029811998
1881,Florida,White,Musicians,5285390,6730.0,0.0012733213632295,1.1106933209481908
1882,Georgia,White,Musicians,2773560,3015.0,0.001087050577597,0.9482129578094532
1883,Hawaii,White,Musicians,177700,410.0,0.0023072594259988,2.012577270872079
1884,Idaho,White,Musicians,688065,380.0,0.0005522734044022004,0.4817372890462099
1885,Illinois,White,Musicians,4224420,4325.0,0.0010238091856396,0.893048728508906
1886,Indiana,White,Musicians,2724985,1910.0,0.0007009212894749879,0.6113999318724195
1887,Iowa,White,Musicians,1463250,920.0,0.0006287373996241244,0.5484353365607813
1888,Kansas,White,Musicians,1178420,990.0,0.0008401079411415285,0.7328097258454556
1889,Kentucky,White,Musicians,1787115,1075.0,0.0006015281613102682,0.5247012501502334
1890,Louisiana,White,Musicians,1337315,1890.0,0.0014132795938129,1.232776148119508
1891,Maine,White,Musicians,658985,425.0,0.0006449312199822454,0.562560889333084
1892,Maryland,White,Musicians,1690500,2090.0,0.0012363206152026,1.0784182921216756
1893,Massachusetts,White,Musicians,2791055,2875.0,0.001030076440629,0.8985155324583394
1894,Michigan,White,Musicians,3807850,3475.0,0.0009125884685583727,0.7960330723041267
1895,Minnesota,White,Musicians,2524705,2455.0,0.0009723908337805804,0.8481975058456647
1896,Mississippi,White,Musicians,787155,600.0,0.0007622386950473541,0.6648859054795544
1897,Missouri,White,Musicians,2479115,1985.0,0.0008006889555345355,0.6984253156748819
1898,Montana,White,Musicians,472695,400.0,0.0008462116163699636,0.73813384236877
1899,Nebraska,White,Musicians,845465,500.0,0.0005913905365686337,0.5158583983643701
1900,Nevada,White,Musicians,749805,1445.0,0.0019271677302765,1.6810307186993312
1901,New Hampshire,White,Musicians,690940,430.0,0.0006223405795003908,0.542855515478759
1902,New Jersey,White,Musicians,2640925,2915.0,0.0011037799255942,0.962805640867257
1903,New Mexico,White,Musicians,374900,625.0,0.0016671112296612,1.4541885195156448
1904,New York,White,Musicians,5774960,10180.0,0.0017627827725213,1.537640935165087
1905,North Carolina,White,Musicians,3309215,3625.0,0.0010954259544937,0.955518635267037
1906,North Dakota,White,Musicians,363175,170.0,0.0004680938941281752,0.4083091486552349
1907,Ohio,White,Musicians,4775955,4135.0,0.0008657954273019741,0.7552164176157027
1908,Oklahoma,White,Musicians,1276415,1030.0,0.0008069475836620535,0.7038845945814272
1909,Oregon,White,Musicians,1600140,1630.0,0.0010186608671741,0.8885579510045438
1910,Pennsylvania,White,Musicians,5161830,4880.0,0.00094540114649262,0.824654929500927
1911,Rhode Island,White,Musicians,423445,285.0,0.0006730508094321577,0.5870890572345532
1912,South Carolina,White,Musicians,1586190,1825.0,0.0011505557341806,1.003607263834681
1913,South Dakota,White,Musicians,398225,170.0,0.0004268943436499465,0.3723715865725782
1914,Tennessee,White,Musicians,2455855,7215.0,0.0029378770326423,2.562652675241941
1915,Texas,White,Musicians,6162190,7240.0,0.0011749069730079,1.0248483731911795
1916,Utah,White,Musicians,1227970,455.0,0.000370530224679756,0.3232062679898941
1917,Vermont,White,Musicians,319270,415.0,0.0012998402605944,1.1338252364509651
1918,Virginia,White,Musicians,2778485,3490.0,0.0012560802019805,1.0956541932011377
1919,Washington,White,Musicians,2668545,2480.0,0.000929345392339271,0.8106498091786858
1920,West Virginia,White,Musicians,734535,440.0,0.0005990184266236462,0.5225120576696227
1921,Wisconsin,White,Musicians,2597700,2240.0,0.0008623012665049853,0.7521685294928715
1922,Wyoming,White,Musicians,260685,130.0,0.0004986861537871378,0.4349941784184528
1924,Alabama,African-American,Musicians,581200,440.0,0.0007570543702684103,0.6812026249347979
1926,Arizona,African-American,Musicians,152575,195.0,0.0012780599705063,1.1500069756209377
1927,Arkansas,African-American,Musicians,200385,195.0,0.0009731267310427428,0.8756259914931982
1928,California,African-American,Musicians,1066265,2600.0,0.0024384182168597,2.194105146536299
1929,Colorado,African-American,Musicians,118415,120.0,0.0010133851285732,0.9118507689338448
1930,Connecticut,African-American,Musicians,191785,140.0,0.0007299840967750345,0.6568446103910704
1931,Delaware,African-American,Musicians,105485,95.0,0.0009006019813243589,0.8103677328777882
1932,District of Columbia,African-American,Musicians,149480,170.0,0.0011372758897511,1.023328510868857
1933,Florida,African-American,Musicians,1569980,1860.0,0.0011847284678785,1.0660266604996047
1934,Georgia,African-American,Musicians,1613775,1910.0,0.0011835602856655,1.0649755222707904
1937,Illinois,African-American,Musicians,848255,590.0,0.0006955455611814843,0.6258565839473167
1938,Indiana,African-American,Musicians,292355,345.0,0.0011800721725299,1.061836894561376
1939,Iowa,African-American,Musicians,56060,20.0,0.00035676061362825543,0.3210156047190547
1940,Kansas,African-American,Musicians,83690,180.0,0.0021507945991157,1.93529947669915
1941,Kentucky,African-American,Musicians,176080,215.0,0.001221035892776,1.0986963261353633
1942,Louisiana,African-American,Musicians,656860,950.0,0.0014462747008494,1.3013677237556478
1944,Maryland,African-American,Musicians,957780,940.0,0.0009814362379669652,0.8831029418299188
1945,Massachusetts,African-American,Musicians,260415,225.0,0.0008640055296353896,0.7774379989869624
1946,Michigan,African-American,Musicians,624375,845.0,0.0013533533533533,1.2177564689861802
1947,Minnesota,African-American,Musicians,171180,30.0,0.0001752541184717841,0.1576948370184911
1948,Mississippi,African-American,Musicians,488460,355.0,0.0007267739425950948,0.6539560920234332
1949,Missouri,African-American,Musicians,340530,370.0,0.0010865415675564,0.9776774258073556
1952,Nevada,African-American,Musicians,125635,240.0,0.0019102956978548,1.718896944375393
1954,New Jersey,African-American,Musicians,584190,560.0,0.0009585922388264093,0.862547757434064
1955,New Mexico,African-American,Musicians,19190,30.0,0.0015633142261594,1.406680677479172
1956,New York,African-American,Musicians,1375735,1360.0,0.0009885624775120207,0.8895151802036105
1957,North Carolina,African-American,Musicians,1079195,1185.0,0.0010980406692025,0.9880243949727342
1959,Ohio,African-American,Musicians,680665,700.0,0.0010284060440892,0.9253666899565238
1960,Oklahoma,African-American,Musicians,134195,75.0,0.000558888185103767,0.5028913558781123
1961,Oregon,African-American,Musicians,39020,45.0,0.0011532547411583,1.0377063890629925
1962,Pennsylvania,African-American,Musicians,636035,660.0,0.0010376787440942,0.9337103279193076
1964,South Carolina,African-American,Musicians,638810,515.0,0.0008061865030290696,0.7254120491447658
1966,Tennessee,African-American,Musicians,554550,845.0,0.0015237580019835,1.371087720355687
1967,Texas,African-American,Musicians,1699445,1815.0,0.001067995728017,0.9609897543903636
1970,Virginia,African-American,Musicians,837445,735.0,0.0008776695783006645,0.7897330020720407
1973,Wisconsin,African-American,Musicians,160610,80.0,0.0004981009899757175,0.448194627994526
1980,California,Asian,Musicians,3008795,1560.0,0.0005184799894974566,0.8180359778143335
1981,Colorado,Asian,Musicians,97015,85.0,0.0008761531721898676,1.3823577215046683
1982,Connecticut,Asian,Musicians,89425,105.0,0.0011741682974559,1.8525534847718483
1984,District of Columbia,Asian,Musicians,19090,45.0,0.002357255107386,3.7191782244044567
1985,Florida,Asian,Musicians,292825,115.0,0.0003927260309058312,0.6196266571764574
1986,Georgia,Asian,Musicians,217095,70.0,0.0003224394850180796,0.5087314935112048
1987,Hawaii,Asian,Musicians,290190,225.0,0.0007753540783624522,1.2233211396650658
1989,Illinois,Asian,Musicians,378055,210.0,0.0005554747325124651,0.8764047314582403
1990,Indiana,Asian,Musicians,76575,70.0,0.0009141364675155076,1.4422861715157038
1993,Kentucky,Asian,Musicians,33565,35.0,0.0010427528675703,1.6452117322183082
1996,Maryland,Asian,Musicians,213470,150.0,0.0007026748489249075,1.1086509002651597
1997,Massachusetts,Asian,Musicians,249930,195.0,0.0007802184611691274,1.2309959588024035
1998,Michigan,Asian,Musicians,163870,115.0,0.0007017757978885702,1.1072324152541413
2001,Missouri,Asian,Musicians,63375,25.0,0.0003944773175542406,0.6223897637859398
2004,Nevada,Asian,Musicians,131920,75.0,0.0005685263796240146,0.8969970727698743
2006,New Jersey,Asian,Musicians,450385,255.0,0.0005661822662832909,0.8932986290736283
2008,New York,Asian,Musicians,864770,1135.0,0.001312487713496,2.070788057066041
2009,North Carolina,Asian,Musicians,154710,115.0,0.0007433262232564152,1.1727889334089334
2011,Ohio,Asian,Musicians,136125,95.0,0.0006978879706152434,1.1010983644719847
2013,Oregon,Asian,Musicians,98010,130.0,0.0013263952657892,2.0927308096689776
2014,Pennsylvania,Asian,Musicians,227500,150.0,0.0006593406593406593,1.0402800337564997
2018,Tennessee,Asian,Musicians,62925,35.0,0.00055621771950735,0.8775769851713549
2019,Texas,Asian,Musicians,712575,370.0,0.0005192435883942041,0.8192407521215622
2022,Virginia,Asian,Musicians,304945,145.0,0.0004754955811703749,0.7502169815003259
2023,Washington,Asian,Musicians,355135,150.0,0.00042237458994466895,0.6664049099063839
2025,Wisconsin,Asian,Musicians,85760,30.0,0.0003498134328358209,0.5519209600737024
2029,Alaska,Other,Musicians,71330,4.0,5.6077386793775406e-05,0.0520362378787339
2030,Arizona,Other,Musicians,182520,125.0,0.0006848564540872233,0.6355031037506316
2032,California,Other,Musicians,688910,1005.0,0.0014588262617758,1.353697715278316
2033,Colorado,Other,Musicians,87510,50.0,0.0005713632727688264,0.5301886709933277
2034,Connecticut,Other,Musicians,41230,45.0,0.0010914382731021,1.0127850967442031
2036,District of Columbia,Other,Musicians,11085,35.0,0.0031574199368516,2.929884295808595
2037,Florida,Other,Musicians,214840,265.0,0.0012334760752187,1.144587116797237
2038,Georgia,Other,Musicians,102865,160.0,0.0015554367374714,1.443346074132149
2039,Hawaii,Other,Musicians,198250,450.0,0.0022698612862547,2.106286483670289
2041,Illinois,Other,Musicians,112345,70.0,0.0006230806889492189,0.5781791342567675
2042,Indiana,Other,Musicians,61485,30.0,0.0004879238838741156,0.4527622405330676
2046,Louisiana,Other,Musicians,42460,145.0,0.0034149788035798,3.1688824949603323
2048,Maryland,Other,Musicians,85910,40.0,0.00046560353858689327,0.4320503838773238
2049,Massachusetts,Other,Musicians,97815,90.0,0.0009201042784848948,0.853798078796984
2050,Michigan,Other,Musicians,120390,125.0,0.0010382922169615,0.9634689467278452
2051,Minnesota,Other,Musicians,83065,55.0,0.0006621320652501053,0.6144163204537256
2055,Nebraska,Other,Musicians,24240,25.0,0.0010313531353135,0.9570299215888224
2056,Nevada,Other,Musicians,69460,90.0,0.0012957097610135,1.2023360074507197
2058,New Jersey,Other,Musicians,85410,80.0,0.0009366584709050462,0.8691593134036033
2060,New York,Other,Musicians,234265,425.0,0.0018141847907284,1.6834477625267197
2061,North Carolina,Other,Musicians,145630,45.0,0.00030900226601661743,0.2867343922183856
2063,Ohio,Other,Musicians,121180,125.0,0.0010315233536887,0.95718787338311
2064,Oklahoma,Other,Musicians,242885,170.0,0.0006999197150915043,0.6494808491068974
2065,Oregon,Other,Musicians,93460,115.0,0.0012304729295955,1.1418003892236257
2066,Pennsylvania,Other,Musicians,104810,70.0,0.0006678752027478294,0.6197455857082009
2068,South Carolina,Other,Musicians,46335,80.0,0.0017265565986835,1.6021343899385296
2070,Tennessee,Other,Musicians,60575,80.0,0.001320676846884,1.2255038705373795
2071,Texas,Other,Musicians,261190,440.0,0.001684597419503,1.5631989481523405
2072,Utah,Other,Musicians,57995,40.0,0.0006897146305716009,0.640011181634639
2073,Vermont,Other,Musicians,5900,35.0,0.0059322033898305,5.504706342209877
2074,Virginia,Other,Musicians,128845,105.0,0.0008149326710388451,0.7562055357764353
2075,Washington,Other,Musicians,214925,150.0,0.0006979178783296497,0.6476232722851148
2077,Wisconsin,Other,Musicians,66920,45.0,0.0006724447101016139,0.6239857970526524
2084,California,Hispanic,Music Directors And Composers,7470730,1165.0,0.0001559419226769004,1.4282252872209276
2089,Florida,Hispanic,Music Directors And Composers,2752995,385.0,0.0001398476931487344,1.2808230672413137
2093,Illinois,Hispanic,Music Directors And Composers,1100445,40.0,3.6348931568592704e-05,0.33290895955727
2101,Massachusetts,Hispanic,Music Directors And Composers,401715,35.0,8.712644536549542e-05,0.797964975168963
2111,New Mexico,Hispanic,Music Directors And Composers,459615,25.0,5.4393350956779045e-05,0.4981723834078522
2112,New York,Hispanic,Music Directors And Composers,1819490,470.0,0.0002583141429741301,2.3658217412571654
2118,Pennsylvania,Hispanic,Music Directors And Composers,423215,65.0,0.0001535862386730149,1.4066502841345416
2122,Tennessee,Hispanic,Music Directors And Composers,167595,130.0,0.0007756794653778452,7.104215519556072
2123,Texas,Hispanic,Music Directors And Composers,5220455,290.0,5.555071349144854e-05,0.5087723196541297
2132,Alabama,White,Music Directors And Composers,1496830,540.0,0.0003607624112290641,1.0313559867489837
2133,Alaska,White,Music Directors And Composers,253950,40.0,0.00015751132112620594,0.4502970347459709
2134,Arizona,White,Music Directors And Composers,1857110,405.0,0.0002180807814292099,0.623454419088859
2135,Arkansas,White,Music Directors And Composers,1014735,360.0,0.00035477242826944963,1.0142316839013674
2136,California,White,Music Directors And Composers,7686845,5625.0,0.0007317696662284723,2.0920001715667604
2137,Colorado,White,Music Directors And Composers,2172170,490.0,0.00022558087074216104,0.6448958491638808
2138,Connecticut,White,Music Directors And Composers,1329540,335.0,0.00025196684567594806,0.7203286890804842
2139,Delaware,White,Music Directors And Composers,307920,95.0,0.0003085216939464796,0.8820090070071155
2140,District of Columbia,White,Music Directors And Composers,183365,85.0,0.00046355629482180353,1.3252255361939087
2141,Florida,White,Music Directors And Composers,5285390,1960.0,0.00037083356195096286,1.0601476270839478
2142,Georgia,White,Music Directors And Composers,2773560,940.0,0.00033891460794069713,0.9688969776687268
2143,Hawaii,White,Music Directors And Composers,177700,60.0,0.0003376477208778841,0.96527517141592
2144,Idaho,White,Music Directors And Composers,688065,70.0,0.00010173457449514216,0.2908411719155077
2145,Illinois,White,Music Directors And Composers,4224420,1345.0,0.00031838690281742817,0.910211895980273
2146,Indiana,White,Music Directors And Composers,2724985,430.0,0.00015779903375614913,0.451119554315968
2147,Iowa,White,Music Directors And Composers,1463250,165.0,0.00011276268580215274,0.3223685934677429
2148,Kansas,White,Music Directors And Composers,1178420,290.0,0.000246092225182872,0.7035341871400776
2149,Kentucky,White,Music Directors And Composers,1787115,360.0,0.00020144198890390376,0.5758870513445716
2150,Louisiana,White,Music Directors And Composers,1337315,535.0,0.0004000553347565832,1.1436875120287768
2151,Maine,White,Music Directors And Composers,658985,110.0,0.00016692337458364,0.4772044324647498
2152,Maryland,White,Music Directors And Composers,1690500,510.0,0.0003016858917480036,0.8624666564124086
2153,Massachusetts,White,Music Directors And Composers,2791055,980.0,0.00035112170845791286,1.0037949210447712
2154,Michigan,White,Music Directors And Composers,3807850,960.0,0.00025211077117008287,0.7207401466364862
2155,Minnesota,White,Music Directors And Composers,2524705,975.0,0.0003861837323568496,1.1040310518891896
2156,Mississippi,White,Music Directors And Composers,787155,310.0,0.0003938233257744664,1.1258712995489832
2157,Missouri,White,Music Directors And Composers,2479115,470.0,0.00018958378292253489,0.5419865357966199
2158,Montana,White,Music Directors And Composers,472695,45.0,9.519880684162096e-05,0.2721565670685257
2159,Nebraska,White,Music Directors And Composers,845465,190.0,0.00022472840389608083,0.6424587970823888
2160,Nevada,White,Music Directors And Composers,749805,355.0,0.0004734564320056548,1.3535282790417995
2161,New Hampshire,White,Music Directors And Composers,690940,105.0,0.00015196688569195588,0.4344464735448313
2162,New Jersey,White,Music Directors And Composers,2640925,845.0,0.0003199636491002205,0.9147195349906732
2163,New Mexico,White,Music Directors And Composers,374900,120.0,0.00032008535609495865,0.9150674737829236
2164,New York,White,Music Directors And Composers,5774960,3165.0,0.0005480557441090501,1.5667945305979825
2165,North Carolina,White,Music Directors And Composers,3309215,1685.0,0.0005091842022957107,1.4556676611806034
2166,North Dakota,White,Music Directors And Composers,363175,20.0,5.506986989743237e-05,0.1574350271545939
2167,Ohio,White,Music Directors And Composers,4775955,1055.0,0.0002208982287312171,0.6315090030805096
2168,Oklahoma,White,Music Directors And Composers,1276415,310.0,0.0002428677193545986,0.6943158947493409
2169,Oregon,White,Music Directors And Composers,1600140,375.0,0.00023435449398177656,0.6699780877009551
